name;base_fond;science_fond;ams;n_buildings;n_days;guests;employees
Симферопольский районный музей Николая Островского;4302;2190;0;6;204;16.9;8
"Музей-заповедник ""Древняя Уфа""";5895;436;997;2;148;0.3;14
Феодосийский литературно-мемориальный музей А.С.Грина;7460;9673;347;1;267;34.6;24
Белогорский историко-краеведческий музей;3758;4620;0;1;246;25.7;3
Историко-краеведческий музей г.Армянска;3702;2930;859;1;313;8.9;8
Балахтинский районный краеведческий музей;1800;950;0;1;278;3.4;3
Севастопольский художественный музей им.М.П.Крошицкого;10444;1258;1246;1;307;69.3;32
Дульдургинский краеведческий музей;367;1004;310;1;247;3.1;2
"Историко-культурный центр ""Дворцовый комплекс Ольденбургских""";164;16;0;7;313;49.1;37
Алуштинский литературно-мемориальный музей С.Н.Сергеева-Ценского;24724;7825;2213;33;242;19;30
"Гос. музей- заповедник ""Херсонес Таврический""";219788;20175;13191;52;365;864.5;198
Государственный музей героической обороны и освобождения Севастополя;160568;44077;53000;20;344;589.9;209
Михайловский ист.-краеведческий музей;4289;139;863;1;297;9.6;7
Новенский филиал;1596;382;1703;1;247;1.3;2
Музей истории мировых культур и религий;192;271;0;1;308;13.6;35
Московская усадьба Деда Мороза;1064;209;1064;9;295;53;41
Ишимбайский историко-краеведческий музей;3091;5380;110;1;257;2.1;5
"Историко-краеведческий музей с кабинетом-музеем А.Я.Кремса МОГО ""Ухта""";58401;157654;9675;6;247;12.3;23
"Гос.музей-заповедник ""Московский Кремль""";135436;4242;135436;19;315;2718.8;638
Артемовский исторический музей;7690;768;295;1;347;6.7;10
Усть-Абаканский ист.-краеведческий музей;4;0;0;1;365;13.7;1
Краеведческий музей им.супр.Жерноклевых;13662;705;11300;1;245;10.3;3
Литературно-мемориальный музей А.С.Сулейманова;1593;46;0;1;274;6;9
Балахоновский ист.-краеведческий музей;2621;466;1230;1;252;2.7;6
"Кисловодский ист.-краеведческий музей ""Крепость""";65624;23968;47996;2;360;71.8;36
Краеведческий музей им.И.М.Сеченова;946;341;0;1;247;1.2;4
Большеболдинский ист.-худож.муз.комплекс;1290;2196;0;3;247;5.8;8
Стародубский краеведческий музей;4352;711;0;1;317;5.1;5
Городищенский ист.-краеведческий музей;434;0;0;1;220;1.6;1
"Ильичевский филиал ""Ялкала""";1130;179;1309;4;364;7.4;12
"Музейно-парковый комплекс ""Северное Тушино""";2059;4416;4466;3;305;80;82
Ист.-краеведческий музей им.Д.С.Ракшина;896;45;0;1;247;4.7;2
Пелымский историко-краеведческий музей;1822;107;0;1;190;3;1
Краеведческий музей Новошешминского муниципального района;425;320;550;1;245;3.6;5
"Музей-заповедник И.С.Тургенева ""Бежин луг""";119;43;0;1;314;10.5;9
Дуванский историко-краеведческий музей;910;217;0;1;298;2.9;3
Дом-музей Сары Садыковой;859;672;0;1;245;1.9;1
Музей Газиза Кашапова;945;267;102;1;255;2;1
Центр.музей древнерусской культуры и иск-ва им.Рублева;12797;7537;10692;13;312;25.2;151
Гос. Владимиро-Суздальский музей-заповедник;324480;115821;440301;76;365;1100;633
"Гос.ист.музей-заповедник ""Горки Ленинские""";63857;6717;29008;26;363;160.2;110
Крымский литературно-художественный мемориальный музей-заповедник;20260;12679;3005;14;312;62.1;54
Историко-краеведческий музей г.Вихоревка;7799;2603;0;1;247;4.2;6
"Кувинский краеведческий музей ""Исток""";1952;321;0;1;247;2.2;2
Саратовский гос.художественный музей им.Радищева;31921;0;31921;6;301;108.7;193
Научно-исследовательский музей при РАХ;167685;13167;66759;4;252;47;124
Гос.Бородинский военно-исторический музей-заповедник;35545;21768;29945;83;315;291.7;213
Музей истории Пермского р-на;4445;1880;6325;1;245;11.2;10
"Природный археол.муз.-запов.""Дивногорье""";5944;16283;21699;8;207;72;32
Чекмагушевский историко-краеведческий музей;3473;2306;150;1;169;5.8;2
Тевризский историко-краеведческий музей;6608;2997;6599;1;305;4.4;3
Централизованная музейная система Ядринского  района;5964;1092;0;10;314;7.4;6
Ивнянский историко-краеведческий музей;3568;787;3862;1;247;4.9;4
"Музейно-выставочный комплекс ""Княжий Двор""";3334;648;0;1;312;10.3;8
Филиал в с.Сулевкент Хасавюртовского района;700;50;0;1;300;3.5;9
